label,text
offensive language,Why you worried bout that other hoe? Cuz that other hoe aint worried bout another hoe
neither,Wicked Oreo
offensive language,Wifey had the hoes back then &#128514;&#128514;
neither,Will Hillary &#8216;dodo-bird&#8217; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG http://t.co/wFlZyXmVk6 via @worldnetdaily
neither,Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month.
offensive language,Will entertaining the hoes smh
offensive language,Will you sell that pussy for me ?
offensive language,"Will&#8217;s tweets scream &#8220;Look at me, I&#8217;m a pansy ass bitch&#8221; like 5 of the 7 days in a week."
offensive language,Wilson a hoe he said that shit 2 years ago
offensive language,Winking emoji? I'm about to fuck her right in the pussy
offensive language,Winn Dixie is for real niggaz publix is for pussies
offensive language,Winter time walking is no hoe !!! ctfu
offensive language,Winter weather gon have a niggah in his feelings &#128544;&#128532;&#128527;&#128554;&#128149; .
offensive language,Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas
offensive language,Wish @alliemathews would stop being lazy and be a little rebellious. Come to Indy bitch titz. @tyler_yost misses you
hate speec,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
offensive language,Wish I got hoes like James Bond
offensive language,Wish I would let you dig in my pockets ... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding
offensive language,Wish i had a bad bitch tonight where they at?
offensive language,Wish they'd teach Tracee. RT @kanYeBreast: all chihuahuas do that squinty eye shit. I think it's hilarious.
offensive language,With a pussy mullet
neither,With birds ill share this lonely view
offensive language,With my best bitches @nerissaloren @robertenders http://t.co/nsNgQ3q0
offensive language,With my partner in crime riri22barbie yesss &#128128; bitch stole my look! Hah #vegasqueens #ladykimora &#128139;&#128139; http://t.co/wXKj826B1E
offensive language,"With no babymama drama , side hoes all that ...just fa me n only me !"
neither,With the birds i share this lonely view..
offensive language,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive"
offensive language,With yo twatching ass bitch!!
neither,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge."
offensive language,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
offensive language,Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started
offensive language,Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/L2xzrUqwkP
offensive language,"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz"
offensive language,Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD
offensive language,Wizard turned into a hoe after a break up
offensive language,Woke up cold thenna bitch n stomach on Flat fr &#128514;&#128514;&#128514; http://t.co/71IVR8ISlK
offensive language,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes! -- #Peezy
offensive language,Woke up feeling like a bitch. Gonna stop acting like a bitch over some weak shit and focus on myself now. Its me time bruh
offensive language,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" &#128532;"
offensive language,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.
offensive language,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
offensive language,Women can't do something called live life.Apparently that's being a hoe.
offensive language,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
offensive language,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down."
offensive language,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die"
hate speec,Women who are feminist are the ugly bitches who cant find a man for themselves
neither,"Won't catch me sneak dissing, thats fo the birds."
offensive language,Won't step dad me hoe. Lol
neither,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.
offensive language,"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd"
offensive language,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;
neither,Word to my bird! http://plixi.com/p/60040730
offensive language,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!
offensive language,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh
offensive language,Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.
offensive language,"Work ,nigga fuck work!! It's Friday bitches, fuck Friday!! All about Saturday !!! Tomorrow will be epic!!"
offensive language,Work be having a bitch enervated and shit.
offensive language,Work is such a bitch right now
offensive language,Work out hoe http://t.co/zOLMGuj5HK
offensive language,Work right now is bitch
neither,Working Saturday is for the birds #FML
offensive language,World War Z is on Netflix yasssss bitch yasssss
hate speec,Worlds biggest faggot lol
offensive language,"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash"
neither,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ
offensive language,Would you drink with a nigguh? Do you smoke weed?
neither,"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb"
offensive language,Would've liked some more backup but I can handle myself against a gang of retards.
offensive language,"Wow , that's a stupid bitch &#128514;&#128514;"
offensive language,Wow I swear I'm gonna cunt punch you
offensive language,Wow fucken Bradley sucks ass. And his coach said this niggah can play for Barcelona hahahahahaha
offensive language,"Wow my cuzin dont like lil snupe, this niggah trippin"
offensive language,Wow my dad just racked me what a fag
neither,Wow redskins don't want this
neither,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant"
offensive language,"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it..."
neither,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming
offensive language,Wow... RT @TayNic So THIS is why big titties were slandered today?!!&#128545; U bitch! RT @Alyricz: Stop the bullshit ... http://t.co/ghWS4TJT
offensive language,Wowwww this bitch is so ratchet holy crap
offensive language,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards
offensive language,Wtf I look like lying about knowing a bitch for ? If I don't know the hoe I don't know the hoe. TF it's SIMPLE &#128529;
offensive language,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame
offensive language,Wtf bitch
offensive language,Wtf for real now all these stupid bitches are cutting over some kid smoking pot? I can guarantee over half of them smoke pot themselves #smh
offensive language,"Wtf, ""Show me the hoe facts"""
offensive language,Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....
offensive language,Wussup pussies ;) #ImBack #NewTwitter
offensive language,Wut a bitch
offensive language,"Xavier a hoe, he never lookin out.."
offensive language,Y Rick such a weak hoe n this season? Not a good look fam
offensive language,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO
